序号,文章标题,URL
1,小米新车售价81万，10分钟小定3680台，凭什么？,https://mp.weixin.qq.com/s/j5DWeDwDcZw7vbm895yRvw
2,双11过半，谁最吸金？,https://mp.weixin.qq.com/s/JkZgsTrTqn1YlZIFaLzZzA
3,草莓熊后力捧史迪奇，尼克朱迪正当红|2025迪士尼IP授权观察,https://mp.weixin.qq.com/s/3j2b9lJ7_yS_hrvlBvbCgg
4,入坑四个月花三万，Labubu狠狠拿捏年轻人,https://mp.weixin.qq.com/s/9xKeAG3kM3C2UDtIP-09ag
5,Songmont双十一热卖背后，国货包袋的崛起与隐忧,https://mp.weixin.qq.com/s/zh_eUdLiHqMRU9AdQIdwug
6,“我在古着直播间掘金，几百块买一件奢牌”,https://mp.weixin.qq.com/s/b8ryvxKuNUFsy4eAZh91wQ
7,零跑月销3.8万，“不营销、只低价”的拼多多策略能走多久？,https://mp.weixin.qq.com/s/4NOaSIPZfvDKCdiar7Rg0A
8,Puma 起诉Shein，骆驼双11卖爆，亚玛芬扭亏成功|运动服饰圈一周大事件,https://mp.weixin.qq.com/s/9bFmU4Xxc18Bpq1MkqJDLw
9,茶颜悦色卖腊肉，幸运咖签王俊凯，茉莉奶白获亿元投资｜茶饮食品圈一周大事件,https://mp.weixin.qq.com/s/bdWJnuBCkH0InOPAmezbJQ
10,喊付航“赚副业”，闲鱼在过一种很新的双十一,https://mp.weixin.qq.com/s/vkk-h3kVYRJkPy_bOo2W1A
11,牵手时尚女王杨幂，高梵如何在高端鹅绒服行列突围？,https://mp.weixin.qq.com/s/3PPZ3ZT6eYuJ1QOGdM5IDw
12,冲锋衣2024：Montbell走红，可隆迪桑特飞升，骆驼伯希和大卖,https://mp.weixin.qq.com/s/hoYRl_hEMtcjgVSg6OP2uA
13,X200 折戟“炫光门”，vivo没有新故事,https://mp.weixin.qq.com/s/T6lTIOaWz5fOAJuEmybs0w
14,双11苹果稳居第一，华为纯血鸿蒙正式发布，集成灶企业持续大跌|3C家电圈一周大事件,https://mp.weixin.qq.com/s/2gjSjzTgR7mL_zIVUx7PWw
15,珀莱雅超韩束抖音登顶，双11新品爆发|美妆圈一周大事件,https://mp.weixin.qq.com/s/82Ypu9R5BeXj6Exlr1l8lA
16,合作王俊凯的幸运咖，真的能“升咖”吗？,https://mp.weixin.qq.com/s/-3MMwcTXjJ__0liw_NYrjg
17,一条视频带货过亿，销量拳打李佳琦、脚踢罗永浩,https://mp.weixin.qq.com/s/qaqAXMQonzVC9VSzi7en1Q
18,双11当天支付宝服务异常，字节跳动营收逼近Meta ｜互联网行业一周热点汇总,https://mp.weixin.qq.com/s/rZ8SZtedyv4OdMXyk_SZpQ
19,杰尼亚大中华区营收占比跌至26%；抖音直播间助加拿大鹅销售额增5.7%｜运动服饰行业一周大事件,https://mp.weixin.qq.com/s/2EhVU6AJx9wJj_ctKbWT4g
20,三只松鼠冲击200亿：“松鼠老爹”给他的“大圣”送了一根金箍棒,https://mp.weixin.qq.com/s/xs4ssmpBEHWd6BsjVL_zDA
21,蜂花陷辱女争议，花王旗下高端品牌关闭天猫旗舰店｜美妆行业一周热点汇总,https://mp.weixin.qq.com/s/zzxZb9gSVGp81O7ICsqLqQ
22,吉利给“撞车女网红”送车，反倒成了罪过？,https://mp.weixin.qq.com/s/grXOB1WK3SGthwpwzCw20w
23,把开心麻花开进THE BOX，商场如何捕获年轻人？｜对话盈展、开心麻花,https://mp.weixin.qq.com/s/cDaAm9T9py6K6wwM7i2UgQ
24,从新品牌到成熟品牌，设计师集合品牌Fabrique在天猫的跃升之路,https://mp.weixin.qq.com/s/wjuLP5cL6jrRxoPaQxEt5A
25,藏在小兴趣里的新生意：这些商家在抖音双11出圈,https://mp.weixin.qq.com/s/ZvKV8-nBIMspPGfHDUCpvQ
